OUA;Turno;Parcela;Perso_Ag;Personalidad;Nueva_Personalidad;Año;Semana;Día;Estado Embalse;Estado Riego;Fiscalizacion;Accion_Ag;etiqueta_agente;etiqueta_com;contador_multas;acumulado_utm
2;6;5795;Egoista;0.2;0.01;5;31;1063;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;6;5795;Egoista;0.2;0.01;5;31;1063;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;6;5795;Egoista;0.2;1.0;5;31;1064;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;6;5795;Egoista;0.2;0.01;5;31;1064;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;6;5795;Egoista;0.2;0.01;5;31;1064;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;6;5795;Egoista;0.2;1.0;5;31;1065;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;6;5795;Egoista;0.2;0.01;5;31;1065;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;6;5795;Egoista;0.2;0.01;5;31;1065;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.25;1;15;99;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.1;1;15;99;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.1;1;15;99;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.3;1;15;100;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;15;100;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;15;100;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.35;1;15;101;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;15;101;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;15;101;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.39999999999999997;1;15;102;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;15;102;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;15;102;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.44999999999999996;1;15;103;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;15;103;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;15;103;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.49999999999999994;1;15;104;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;15;104;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;15;104;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.5499999999999999;1;15;105;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;15;105;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;15;105;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;16;106;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;106;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;106;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;16;107;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;107;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;107;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;16;108;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;108;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;108;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;16;109;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;109;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;109;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
2;7;5730;Egoista;0.2;1.0;1;16;110;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;110;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;110;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
2;7;5730;Egoista;0.2;1.0;1;16;111;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;111;Riego Regulado;No Habilitado;50;Ignorar Turno;OFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;111;Riego Regulado;No Habilitado;10;Ignorar Turno;OFF;OFF;0;0
2;7;5730;Egoista;0.2;1.0;1;16;112;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;112;Riego Regulado;No Habilitado;50;Ignorar Turno;OFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;16;112;Riego Regulado;No Habilitado;10;Ignorar Turno;OFF;OFF;0;0
2;7;5730;Egoista;0.2;1.0;1;17;113;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;113;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;113;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;17;114;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;114;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;114;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;17;115;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;115;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;115;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;17;116;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;116;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;116;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;17;117;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;117;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;117;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;17;118;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;118;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;118;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;17;119;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;119;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;17;119;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;18;120;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;120;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;120;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;18;121;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;121;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;121;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;18;122;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;122;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;122;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;18;123;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;123;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;123;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;18;124;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;124;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;124;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;18;125;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;125;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;125;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
2;7;5730;Egoista;0.2;1.0;1;18;126;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;126;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;18;126;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
2;7;5730;Egoista;0.2;1.0;1;19;127;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;127;Riego Regulado;No Habilitado;50;Ignorar Turno;OFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;127;Riego Regulado;No Habilitado;10;Ignorar Turno;OFF;OFF;0;0
2;7;5730;Egoista;0.2;1.0;1;19;128;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;128;Riego Regulado;No Habilitado;50;Ignorar Turno;OFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;128;Riego Regulado;No Habilitado;10;Ignorar Turno;OFF;OFF;0;0
2;7;5730;Egoista;0.2;1.0;1;19;129;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;129;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;129;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;19;130;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;130;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;130;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;19;131;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;131;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;131;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;19;132;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;132;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;132;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;19;133;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;133;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;19;133;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;20;134;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;134;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;134;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;20;135;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;135;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;135;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;20;136;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;136;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;136;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;20;137;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;137;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;137;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;20;138;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;138;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;138;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;20;139;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;139;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;139;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;20;140;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;140;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;20;140;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;21;141;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;21;141;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;21;141;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
2;7;5730;Egoista;0.2;1.0;1;21;142;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;21;142;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;21;142;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
2;7;5730;Egoista;0.2;1.0;1;21;143;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;21;143;Riego Regulado;No Habilitado;50;Ignorar Turno;OFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;21;143;Riego Regulado;No Habilitado;10;Ignorar Turno;OFF;OFF;0;0
2;7;5730;Egoista;0.2;1.0;1;21;144;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;21;144;Riego Regulado;No Habilitado;50;Ignorar Turno;OFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;21;144;Riego Regulado;No Habilitado;10;Ignorar Turno;OFF;OFF;0;0
2;7;5730;Egoista;0.2;1.0;1;21;145;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.060000000000000005;1;21;145;Riego Regulado;No Habilitado;50;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;21;145;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;21;146;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;21;146;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;21;146;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;21;147;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;21;147;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;21;147;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;22;148;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;148;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;148;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;22;149;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;149;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;149;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;22;150;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;150;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;150;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;22;151;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;151;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;151;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;22;152;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;152;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;152;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;22;153;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;153;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;153;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;22;154;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;154;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;22;154;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;23;155;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;155;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;155;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;23;156;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;156;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;156;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;23;157;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;157;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;157;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
2;7;5730;Egoista;0.2;1.0;1;23;158;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;158;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;158;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
2;7;5730;Egoista;0.2;1.0;1;23;159;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;159;Riego Regulado;No Habilitado;50;Ignorar Turno;OFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;159;Riego Regulado;No Habilitado;10;Ignorar Turno;OFF;OFF;0;0
2;7;5730;Egoista;0.2;1.0;1;23;160;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;160;Riego Regulado;No Habilitado;50;Ignorar Turno;OFF;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;160;Riego Regulado;No Habilitado;10;Ignorar Turno;OFF;OFF;0;0
2;7;5730;Egoista;0.2;1.0;1;23;161;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;161;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;23;161;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;24;162;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;162;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;162;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;24;163;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;163;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;163;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;24;164;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;164;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;164;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;24;165;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;165;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;165;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;24;166;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;166;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;166;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;24;167;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;167;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;167;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;24;168;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;168;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;24;168;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;25;169;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;25;169;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;25;169;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;1.0;1;25;170;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
2;7;5730;Egoista;0.2;0.01;1;25;170;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
